2016-10-09 14:02:38,485 NEW TRIAL
2016-10-09 14:07:29,487 NEW TRIAL
2016-10-09 14:07:49,251 NEW TRIAL
2016-10-09 14:08:52,069 NEW TRIAL
2016-10-09 14:11:09,327 NEW TRIAL
2016-10-09 14:11:43,073 NEW TRIAL
2016-10-09 14:16:42,630 NEW TRIAL
2016-10-09 14:39:16,124 NEW TRIAL
2016-10-09 14:40:24,212 NEW TRIAL
2016-10-09 14:43:34,838 NEW TRIAL
2016-10-09 14:46:46,005 NEW TRIAL
2016-10-09 14:49:04,539 NEW TRIAL
2016-10-09 14:54:48,841 NEW TRIAL
2016-10-09 14:58:26,303 NEW TRIAL
2016-10-09 14:58:39,356 BAN;10.4.11.17
2016-10-09 14:58:39,427 BAN;10.4.11.17
2016-10-09 14:58:39,451 BAN;10.4.11.17
2016-10-09 14:58:39,479 BAN;10.4.11.17
2016-10-09 14:58:39,498 BAN;10.4.11.17
2016-10-09 14:58:39,514 BAN;10.4.11.17
2016-10-09 14:58:39,536 BAN;10.4.11.17
2016-10-09 14:58:39,563 BAN;10.4.11.17
2016-10-09 14:58:39,589 BAN;10.4.11.17
2016-10-09 14:58:39,609 BAN;10.4.11.17
2016-10-09 14:58:39,629 BAN;10.4.11.17
2016-10-09 14:58:39,646 BAN;10.4.11.17
2016-10-09 14:58:39,667 BAN;10.4.11.17
2016-10-09 14:58:39,693 BAN;10.4.11.17
2016-10-09 14:58:39,713 BAN;10.4.11.17
2016-10-09 14:58:39,729 BAN;10.4.11.17
2016-10-09 14:58:39,764 BAN;10.4.11.17
2016-10-09 14:58:39,780 BAN;10.4.11.17
2016-10-09 14:58:39,799 BAN;10.4.11.17
2016-10-09 14:58:39,823 BAN;10.4.11.17
2016-10-09 14:58:39,843 BAN;10.4.11.17
2016-10-09 14:58:39,868 BAN;10.4.11.17
2016-10-09 14:58:39,881 BAN;10.4.11.17
2016-10-09 14:58:39,905 BAN;10.4.11.17
2016-10-09 14:58:39,932 BAN;10.4.11.17
2016-10-09 14:58:39,950 BAN;10.4.11.17
2016-10-09 14:58:39,971 BAN;10.4.11.17
2016-10-09 14:58:39,995 BAN;10.4.11.17
2016-10-09 14:58:40,015 BAN;10.4.11.17
2016-10-09 14:58:40,042 BAN;10.4.11.17
2016-10-09 14:58:40,059 BAN;10.4.11.17
2016-10-09 14:58:40,086 BAN;10.4.11.17
2016-10-09 14:58:40,100 BAN;10.4.11.17
2016-10-09 14:58:40,130 BAN;10.4.11.17
2016-10-09 14:58:40,146 BAN;10.4.11.17
2016-10-09 14:58:40,166 BAN;10.4.11.17
2016-10-09 14:58:40,200 BAN;10.4.11.17
2016-10-09 14:58:40,218 BAN;10.4.11.17
2016-10-09 14:58:40,244 BAN;10.4.11.17
2016-10-09 14:58:40,259 BAN;10.4.11.17
2016-10-09 14:58:40,275 BAN;10.4.11.17
2016-10-09 14:58:40,313 BAN;10.4.11.17
2016-10-09 14:58:40,338 BAN;10.4.11.17
2016-10-09 14:58:40,356 BAN;10.4.11.17
2016-10-09 14:58:40,374 BAN;10.4.11.17
2016-10-09 14:58:40,385 BAN;10.4.11.17
2016-10-09 14:58:40,416 BAN;10.4.11.17
2016-10-09 14:58:40,429 BAN;10.4.11.17
2016-10-09 14:58:40,451 BAN;10.4.11.17
2016-10-09 14:58:40,465 BAN;10.4.11.17
2016-10-09 14:58:40,497 BAN;10.4.11.17
2016-10-09 14:58:40,527 BAN;10.4.11.17
2016-10-09 14:58:40,555 BAN;10.4.11.17
2016-10-09 14:58:40,574 BAN;10.4.11.17
2016-10-09 14:58:40,595 BAN;10.4.11.17
2016-10-09 14:58:40,614 BAN;10.4.11.17
2016-10-09 14:58:40,658 BAN;10.4.11.17
2016-10-09 14:58:40,675 BAN;10.4.11.17
2016-10-09 14:58:40,703 BAN;10.4.11.17
2016-10-09 14:58:40,717 BAN;10.4.11.17
2016-10-09 14:58:40,747 BAN;10.4.11.17
2016-10-09 14:58:40,772 BAN;10.4.11.17
2016-10-09 14:58:40,790 BAN;10.4.11.17
2016-10-09 14:58:40,816 BAN;10.4.11.17
2016-10-09 14:58:40,851 BAN;10.4.11.17
2016-10-09 14:58:40,866 BAN;10.4.11.17
2016-10-09 14:58:40,890 BAN;10.4.11.17
2016-10-09 14:58:40,916 BAN;10.4.11.17
2016-10-09 14:58:40,939 BAN;10.4.11.17
2016-10-09 14:58:40,962 BAN;10.4.11.17
2016-10-09 14:58:40,983 BAN;10.4.11.17
2016-10-09 14:58:41,011 BAN;10.4.11.17
2016-10-09 14:58:41,033 BAN;10.4.11.17
2016-10-09 14:58:41,068 BAN;10.4.11.17
2016-10-09 14:58:41,096 BAN;10.4.11.17
2016-10-09 14:58:41,109 BAN;10.4.11.17
2016-10-09 14:58:41,135 BAN;10.4.11.17
2016-10-09 14:58:41,155 BAN;10.4.11.17
2016-10-09 14:58:41,181 BAN;10.4.11.17
2016-10-09 14:58:41,198 BAN;10.4.11.17
2016-10-09 14:58:41,227 BAN;10.4.11.17
2016-10-09 14:58:41,251 BAN;10.4.11.17
2016-10-09 14:58:41,283 BAN;10.4.11.17
2016-10-09 14:58:41,303 BAN;10.4.11.17
2016-10-09 14:58:41,327 BAN;10.4.11.17
2016-10-09 14:58:41,350 BAN;10.4.11.17
2016-10-09 15:04:04,334 NEW TRIAL
2016-10-09 15:04:11,361 BAN;10.4.11.17
2016-10-09 15:04:11,438 BAN;10.4.11.17
2016-10-09 15:04:11,488 BAN;10.4.11.17
2016-10-09 15:04:11,541 BAN;10.4.11.17
2016-10-09 15:04:11,601 BAN;10.4.11.17
2016-10-09 15:04:11,645 BAN;10.4.11.17
2016-10-09 15:04:11,723 BAN;10.4.11.17
2016-10-09 15:04:11,767 BAN;10.4.11.17
2016-10-09 15:04:11,821 BAN;10.4.11.17
2016-10-09 15:04:11,869 BAN;10.4.11.17
2016-10-09 15:04:11,937 BAN;10.4.11.17
2016-10-09 15:04:11,997 BAN;10.4.11.17
2016-10-09 15:04:12,050 BAN;10.4.11.17
2016-10-09 15:04:12,103 BAN;10.4.11.17
2016-10-09 15:04:12,161 BAN;10.4.11.17
2016-10-09 15:04:12,217 BAN;10.4.11.17
2016-10-09 15:04:12,273 BAN;10.4.11.17
2016-10-09 15:04:12,314 BAN;10.4.11.17
2016-10-09 15:04:12,365 BAN;10.4.11.17
2016-10-09 15:04:12,410 BAN;10.4.11.17
2016-10-09 15:04:12,460 BAN;10.4.11.17
2016-10-09 15:04:12,513 BAN;10.4.11.17
2016-10-09 15:04:12,561 BAN;10.4.11.17
2016-10-09 15:04:12,623 BAN;10.4.11.17
2016-10-09 15:04:12,669 BAN;10.4.11.17
2016-10-09 15:04:12,721 BAN;10.4.11.17
2016-10-09 15:04:12,772 BAN;10.4.11.17
2016-10-09 15:04:12,822 BAN;10.4.11.17
2016-10-09 15:04:12,875 BAN;10.4.11.17
2016-10-09 15:04:12,937 BAN;10.4.11.17
2016-10-09 15:04:12,986 BAN;10.4.11.17
2016-10-09 15:04:13,039 BAN;10.4.11.17
2016-10-09 15:04:13,091 BAN;10.4.11.17
2016-10-09 15:04:13,152 BAN;10.4.11.17
2016-10-09 15:04:13,225 BAN;10.4.11.17
2016-10-09 15:04:13,279 BAN;10.4.11.17
2016-10-09 15:04:13,318 BAN;10.4.11.17
2016-10-09 15:04:13,360 BAN;10.4.11.17
2016-10-09 15:04:13,406 BAN;10.4.11.17
2016-10-09 15:04:13,459 BAN;10.4.11.17
2016-10-09 15:04:13,517 BAN;10.4.11.17
2016-10-09 15:04:13,561 BAN;10.4.11.17
2016-10-09 15:04:13,608 BAN;10.4.11.17
2016-10-09 15:04:13,661 BAN;10.4.11.17
2016-10-09 15:04:13,713 BAN;10.4.11.17
2016-10-09 15:04:13,758 BAN;10.4.11.17
2016-10-09 15:04:13,823 BAN;10.4.11.17
2016-10-09 15:04:13,879 BAN;10.4.11.17
2016-10-09 15:04:13,928 BAN;10.4.11.17
2016-10-09 15:04:13,977 BAN;10.4.11.17
2016-10-09 15:04:14,019 BAN;10.4.11.17
2016-10-09 15:04:14,069 BAN;10.4.11.17
2016-10-09 15:04:14,113 BAN;10.4.11.17
2016-10-09 15:04:14,167 BAN;10.4.11.17
2016-10-09 15:04:14,230 BAN;10.4.11.17
2016-10-09 15:04:14,304 BAN;10.4.11.17
2016-10-09 15:04:14,348 BAN;10.4.11.17
2016-10-09 15:04:14,391 BAN;10.4.11.17
2016-10-09 15:04:14,431 BAN;10.4.11.17
2016-10-09 15:04:14,484 BAN;10.4.11.17
2016-10-09 15:04:14,531 BAN;10.4.11.17
2016-10-09 15:04:14,577 BAN;10.4.11.17
2016-10-09 15:04:14,636 BAN;10.4.11.17
2016-10-09 15:04:14,662 BAN;10.4.11.17
2016-10-09 15:04:14,702 BAN;10.4.11.17
2016-10-09 15:04:14,768 BAN;10.4.11.17
2016-10-09 15:04:14,814 BAN;10.4.11.17
2016-10-09 15:04:14,872 BAN;10.4.11.17
2016-10-09 15:04:14,915 BAN;10.4.11.17
2016-10-09 15:04:14,967 BAN;10.4.11.17
2016-10-09 15:04:15,009 BAN;10.4.11.17
2016-10-09 15:04:15,059 BAN;10.4.11.17
2016-10-09 15:04:15,106 BAN;10.4.11.17
2016-10-09 15:04:15,147 BAN;10.4.11.17
2016-10-09 15:04:15,213 BAN;10.4.11.17
2016-10-09 15:04:15,256 BAN;10.4.11.17
2016-10-09 15:04:15,313 BAN;10.4.11.17
2016-10-09 15:04:15,365 BAN;10.4.11.17
2016-10-09 15:04:15,406 BAN;10.4.11.17
